1
101 8
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
30.719 30.723 -30.741 32.921 29.347 29.242 30.847 27.7 
